id,number,name,tag,n_warn,par_status,par_afterbound,nfleets,startyr,endyr,n_seasons,ss_version,n_par_active,n_par_active_nd,n_par_total,log_det_hessian,mgc,nll,Catch,Equil_catch,Survey,Length_comp,SizeFreq,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,Crash_Pen,ltrend,runs,ar,sdr,sigmaR,steepness,M_m,L0_m,Linf_m,k_m,M_f,L0_f,Linf_f,k_f,F_2016,F_2022,SSB_virgin,SSB_Initial,SSB_2016,SSB_2022,MSY,SSB_MSY,F_MSY,B_Bmsy_2016,B_Bmsy_2022,F_Fmsy_2016,F_Fmsy_2022,R_virgin,R_initial,dep_st,dep_dyn_2016,dep_dyn_2022,mohns_rho_ssb,mohns_rho_f,average_xval_cpue_mase,average_xval_len_mase
04-start-1952,04,start-1952,1952,8,0.846153846153846,1,15,1952,2022,4,3.3,121,39,198,,0,1451.6,0.00427353,0,-16.132,553.227,914.775,-0.319209,0,0.010888,0,0.034218,0,0,0.222,4.82975228601621e-06,3.38314140281189e-08,0.1850251358071,0.2,0.8,,,,0.8351,0.36,88.3822,210.992,0.8351,1.94204,1.27371,11303,11303,744.288,839.353,1943.3,2560.94,0.67822,0.290631,0.327752,1.94204,1.27371,121.623,121.623,0.101163407944793,0.0809715436408082,0.0857477501958906,,,,
