year,month,ts,fishery,bin,value,week
1957,2,21,1,163,0,1
1957,2,21,1,164,0,1
1957,2,21,1,165,0,1
1957,2,21,1,166,0,1
1957,2,21,1,167,0,1
1957,2,21,1,168,0,1
1957,2,21,1,169,0,1
1957,2,21,1,170,0,1
1957,2,21,1,171,0,1
1957,2,21,1,172,0,1
1957,2,21,1,173,0,1
1957,2,21,1,174,0,1
1957,2,21,1,175,0,1
1957,2,21,1,176,0,1
1957,2,21,1,177,0,1
1957,2,21,1,178,0,1
1957,2,21,1,179,0,1
1957,2,21,1,180,0,1
1957,2,21,1,181,0,1
1957,2,21,1,182,0,1
1957,2,21,1,183,0,1
1957,2,21,1,184,0,1
1957,2,21,1,185,0,1
1957,2,21,1,186,0,1
1957,2,21,1,187,0,1
1957,2,21,1,188,0,1
1957,2,21,1,189,0,1
1957,2,21,1,190,0,1
1957,2,21,1,191,0,1
1957,2,21,1,192,0,1
1957,2,21,1,193,0,1
1957,2,21,1,194,0,1
1957,2,21,1,195,0,1
1957,2,21,1,196,0,1
1957,2,21,1,197,0,1
1957,2,21,1,198,0,1
1957,2,21,1,199,0,1
1957,2,21,1,200,0,1
1957,5,22,1,1,0,1
1957,5,22,1,2,1.02873316025143,1
1957,5,22,1,3,0,1
1957,5,22,1,4,0.274149117584775,1
1957,5,22,1,5,0.274149117584775,1
1957,5,22,1,6,4.66110613612607,1
1957,5,22,1,7,4.24350823960134,1
1957,5,22,1,8,6.73278576238728,1
1957,5,22,1,9,2.19241613924605,1
1957,5,22,1,10,1.4378320965794,1
1957,5,22,1,11,0.54829823516955,1
1957,5,22,1,12,3.87492798010337,1
1957,5,22,1,13,7.88225543562356,1
1957,5,22,1,14,4.39647673866024,1
1957,5,22,1,15,10.4911654912673,1
1957,5,22,1,16,34.0647150278249,1
1957,5,22,1,17,17.0373182961131,1
1957,5,22,1,18,29.2661578255763,1
1957,5,22,1,19,38.8467041330696,1
1957,5,22,1,20,27.9164430064216,1
1957,5,22,1,21,24.9199281122984,1
1957,5,22,1,22,20.0146165838849,1
1957,5,22,1,23,17.5602165917415,1
1957,5,22,1,24,13.2942884192969,1
1957,5,22,1,25,15.381594406844,1
1957,5,22,1,26,15.6600090431246,1
1957,5,22,1,27,9.77257414030689,1
1957,5,22,1,28,8.41213914858007,1
1957,5,22,1,29,9.09149318581928,1
1957,5,22,1,30,12.1948572732344,1
1957,5,22,1,31,10.4294844158972,1
1957,5,22,1,32,11.1282941457522,1
1957,5,22,1,33,13.1880363922745,1
1957,5,22,1,34,10.6524836192527,1
1957,5,22,1,35,9.72669407247242,1
1957,5,22,1,36,7.04427109100466,1
1957,5,22,1,37,9.64860520468527,1
1957,5,22,1,38,9.1223433832567,1
1957,5,22,1,39,8.82754776475743,1
1957,5,22,1,40,5.24696748679708,1
1957,5,22,1,41,7.03356536331301,1
1957,5,22,1,42,7.24584758940565,1
1957,5,22,1,43,9.60194916110347,1
1957,5,22,1,44,5.99291846817565,1
1957,5,22,1,45,8.97874003502064,1
1957,5,22,1,46,7.25489197178631,1
1957,5,22,1,47,5.93655571600296,1
1957,5,22,1,48,6.32942022988989,1
1957,5,22,1,49,6.90736819924868,1
1957,5,22,1,50,2.69541406730185,1
1957,5,22,1,51,5.85958081793435,1
1957,5,22,1,52,6.92347230115118,1
1957,5,22,1,53,4.07746361892071,1
1957,5,22,1,54,2.58651547383163,1
1957,5,22,1,55,3.88412259144535,1
1957,5,22,1,56,3.93083094460467,1
1957,5,22,1,57,5.61921023506764,1
1957,5,22,1,58,3.3253791286166,1
1957,5,22,1,59,2.53645874366693,1
1957,5,22,1,60,7.1701527882456,1
1957,5,22,1,61,10.7378734983629,1
1957,5,22,1,62,7.78724295202272,1
1957,5,22,1,63,10.0249817444217,1
1957,5,22,1,64,8.79641448224101,1
1957,5,22,1,65,7.81429948777573,1
1957,5,22,1,66,11.377905070633,1
1957,5,22,1,67,9.65258819951943,1
1957,5,22,1,68,8.36800940175693,1
1957,5,22,1,69,10.0030593269514,1
1957,5,22,1,70,10.6017647718971,1
1957,5,22,1,71,10.4366662449611,1
1957,5,22,1,72,9.68642391091213,1
1957,5,22,1,73,14.0740772065307,1
1957,5,22,1,74,11.2070675622182,1
1957,5,22,1,75,8.40569407559665,1
1957,5,22,1,76,9.14954990301196,1
1957,5,22,1,77,10.5718498527329,1
1957,5,22,1,78,5.78553521004068,1
1957,5,22,1,79,8.10213075937308,1
1957,5,22,1,80,8.74872264073944,1
1957,5,22,1,81,3.45047846660015,1
1957,5,22,1,82,5.36979009542213,1
1957,5,22,1,83,6.99774087275777,1
1957,5,22,1,84,6.43881912194087,1
1957,5,22,1,85,6.06512514558889,1
1957,5,22,1,86,6.99639404158917,1
1957,5,22,1,87,3.42999592477096,1
1957,5,22,1,88,6.29743875015723,1
1957,5,22,1,89,5.35027399899269,1
1957,5,22,1,90,3.20984222478771,1
1957,5,22,1,91,1.92918153220969,1
1957,5,22,1,92,2.64402394750161,1
1957,5,22,1,93,3.64255553064071,1
1957,5,22,1,94,4.45261441823553,1
1957,5,22,1,95,4.03572799968409,1
1957,5,22,1,96,1.62066012294843,1
1957,5,22,1,97,3.05695581428799,1
1957,5,22,1,98,3.561038216524,1
1957,5,22,1,99,4.27474327307402,1
1957,5,22,1,100,4.83647821366749,1
1957,5,22,1,101,1.85357977083608,1
1957,5,22,1,102,1.67710535961938,1
1957,5,22,1,103,1.60325038243733,1
1957,5,22,1,104,1.67710535961938,1
1957,5,22,1,105,3.24796824678363,1
1957,5,22,1,106,1.94241250278013,1
1957,5,22,1,107,1.16775126912017,1
1957,5,22,1,108,1.6265407567522,1
1957,5,22,1,109,0.676308781596975,1
1957,5,22,1,110,1.16058437651211,1
1957,5,22,1,111,0.452908853828252,1
1957,5,22,1,112,1.15542687049243,1
1957,5,22,1,113,0.939802780872345,1
1957,5,22,1,114,1.85339632667749,1
1957,5,22,1,115,0.912686973862461,1
1957,5,22,1,116,0.228671616031921,1
1957,5,22,1,117,0.457343232063842,1
1957,5,22,1,118,0.237284764208172,1
1957,5,22,1,119,0.703241144448266,1
1957,5,22,1,120,0.237284764208172,1
1957,5,22,1,121,0.438117445446116,1
1957,5,22,1,122,0,1
1957,5,22,1,123,0,1
1957,5,22,1,124,0,1
1957,5,22,1,125,0,1
1957,5,22,1,126,0,1
1957,5,22,1,127,0,1
1957,5,22,1,128,0,1
1957,5,22,1,129,0,1
1957,5,22,1,130,0,1
1957,5,22,1,131,0,1
1957,5,22,1,132,0,1
1957,5,22,1,133,0,1
1957,5,22,1,134,0,1
1957,5,22,1,135,0,1
1957,5,22,1,136,0,1
1957,5,22,1,137,0,1
1957,5,22,1,138,0,1
1957,5,22,1,139,0,1
1957,5,22,1,140,0,1
1957,5,22,1,141,0,1
1957,5,22,1,142,0,1
1957,5,22,1,143,0,1
1957,5,22,1,144,0,1
1957,5,22,1,145,0,1
1957,5,22,1,146,0,1
1957,5,22,1,147,0,1
1957,5,22,1,148,0,1
1957,5,22,1,149,0,1
1957,5,22,1,150,0,1
1957,5,22,1,151,0,1
1957,5,22,1,152,0,1
1957,5,22,1,153,0,1
1957,5,22,1,154,0,1
1957,5,22,1,155,0,1
1957,5,22,1,156,0,1
1957,5,22,1,157,0,1
1957,5,22,1,158,0,1
1957,5,22,1,159,0,1
1957,5,22,1,160,0,1
1957,5,22,1,161,0,1
1957,5,22,1,162,0,1
1957,5,22,1,163,0,1
1957,5,22,1,164,0,1
1957,5,22,1,165,0,1
1957,5,22,1,166,0,1
1957,5,22,1,167,0,1
1957,5,22,1,168,0,1
1957,5,22,1,169,0,1
1957,5,22,1,170,0,1
1957,5,22,1,171,0,1
1957,5,22,1,172,0,1
1957,5,22,1,173,0,1
1957,5,22,1,174,0,1
1957,5,22,1,175,0,1
1957,5,22,1,176,0,1
1957,5,22,1,177,0,1
1957,5,22,1,178,0,1
1957,5,22,1,179,0,1
1957,5,22,1,180,0,1
1957,5,22,1,181,0,1
1957,5,22,1,182,0,1
1957,5,22,1,183,0,1
1957,5,22,1,184,0,1
1957,5,22,1,185,0,1
1957,5,22,1,186,0,1
1957,5,22,1,187,0,1
1957,5,22,1,188,0,1
1957,5,22,1,189,0,1
1957,5,22,1,190,0,1
1957,5,22,1,191,0,1
1957,5,22,1,192,0,1
1957,5,22,1,193,0,1
1957,5,22,1,194,0,1
1957,5,22,1,195,0,1
1957,5,22,1,196,0,1
1957,5,22,1,197,0,1
1957,5,22,1,198,0,1
1957,5,22,1,199,0,1
1957,5,22,1,200,0,1
1957,8,23,1,1,0,1
1957,8,23,1,2,0,1
1957,8,23,1,3,0,1
1957,8,23,1,4,0,1
1957,8,23,1,5,0,1
1957,8,23,1,6,0,1
1957,8,23,1,7,0,1
1957,8,23,1,8,0,1
1957,8,23,1,9,0,1
1957,8,23,1,10,0,1
1957,8,23,1,11,0.322082031147216,1
1957,8,23,1,12,0.322082031147216,1
1957,8,23,1,13,0.444530405052739,1
1957,8,23,1,14,0,1
1957,8,23,1,15,0.708646375724006,1
1957,8,23,1,16,1.22401057915962,1
1957,8,23,1,17,0,1
1957,8,23,1,18,2.0498699962294,1
1957,8,23,1,19,0.38656434457679,1
1957,8,23,1,20,0.509012718482313,1
1957,8,23,1,21,0,1
1957,8,23,1,22,0,1
1957,8,23,1,23,0,1
1957,8,23,1,24,2.17231837013493,1
1957,8,23,1,25,3.27067907081045,1
1957,8,23,1,26,0.244896747811045,1
1957,8,23,1,27,3.94606737582908,1
1957,8,23,1,28,0.367345121716568,1
1957,8,23,1,29,5.99529437956055,1
1957,8,23,1,30,11.3393803264327,1
1957,8,23,1,31,5.96736820759005,1
1957,8,23,1,32,11.4281035829972,1
1957,8,23,1,33,10.7041374390341,1
1957,8,23,1,34,7.93360486935485,1
1957,8,23,1,35,15.5008350790731,1
1957,8,23,1,36,17.8403785095068,1
1957,8,23,1,37,15.5251381107732,1
1957,8,23,1,38,21.9921664153183,1
1957,8,23,1,39,24.2745953254571,1
1957,8,23,1,40,14.7296131163233,1
1957,8,23,1,41,19.1369371452733,1
1957,8,23,1,42,22.5907539305461,1
1957,8,23,1,43,13.8699624465058,1
1957,8,23,1,44,16.5319286219493,1
1957,8,23,1,45,10.9669692112745,1
1957,8,23,1,46,15.8155460390486,1
1957,8,23,1,47,19.9846358615727,1
1957,8,23,1,48,15.0079598049014,1
1957,8,23,1,49,17.4563171059656,1
1957,8,23,1,50,14.9719296098303,1
1957,8,23,1,51,26.1622956904681,1
1957,8,23,1,52,15.6587366863247,1
1957,8,23,1,53,8.71230960493071,1
1957,8,23,1,54,7.95651783437599,1
1957,8,23,1,55,6.97742842516982,1
1957,8,23,1,56,13.1472772229367,1
1957,8,23,1,57,19.9103246132331,1
1957,8,23,1,58,7.64242544475604,1
1957,8,23,1,59,1.50781893258672,1
1957,8,23,1,60,5.45792610889491,1
1957,8,23,1,61,6.17354253992777,1
1957,8,23,1,62,3.31914366595837,1
1957,8,23,1,63,3.51242583824677,1
1957,8,23,1,64,5.85830957577185,1
1957,8,23,1,65,3.57690815167634,1
1957,8,23,1,66,5.23224858394409,1
1957,8,23,1,67,6.09187483161915,1
1957,8,23,1,68,0.934323900674829,1
1957,8,23,1,69,6.87633501273648,1
1957,8,23,1,70,3.88696074081719,1
1957,8,23,1,71,3.79557184163553,1
1957,8,23,1,72,6.47124939534209,1
1957,8,23,1,73,5.14336667263923,1
1957,8,23,1,74,4.06671282516032,1
1957,8,23,1,75,9.10813126714813,1
1957,8,23,1,76,9.18695470705826,1
1957,8,23,1,77,10.4206586216077,1
1957,8,23,1,78,8.95294682671764,1
1957,8,23,1,79,12.3059976691392,1
1957,8,23,1,80,6.72016152148986,1
1957,8,23,1,81,4.06739959734105,1
1957,8,23,1,82,10.7450279150867,1
1957,8,23,1,83,8.62786633891551,1
1957,8,23,1,84,7.05305036050138,1
1957,8,23,1,85,9.60362714196569,1
1957,8,23,1,86,7.1798713489237,1
1957,8,23,1,87,7.58409156835611,1
1957,8,23,1,88,6.32974656657668,1
1957,8,23,1,89,13.9188293198051,1
1957,8,23,1,90,9.5599777858279,1
1957,8,23,1,91,4.45260364183689,1
1957,8,23,1,92,9.08740022048714,1
1957,8,23,1,93,2.9142228165643,1
1957,8,23,1,94,8.38708420015294,1
1957,8,23,1,95,3.17697848715462,1
1957,8,23,1,96,3.2414608005842,1
1957,8,23,1,97,2.80395540838497,1
1957,8,23,1,98,4.43586087145117,1
1957,8,23,1,99,0.193282172288395,1
1957,8,23,1,100,2.84974050313473,1
1957,8,23,1,101,0.889060810105476,1
1957,8,23,1,102,2.85489645600741,1
1957,8,23,1,103,2.91286251648335,1
1957,8,23,1,104,0.444530405052739,1
1957,8,23,1,105,0.862992520253949,1
1957,8,23,1,106,0,1
1957,8,23,1,107,0.682578085872478,1
1957,8,23,1,108,0,1
1957,8,23,1,109,0,1
1957,8,23,1,110,2.36560054242333,1
1957,8,23,1,111,0.296013741295688,1
1957,8,23,1,112,2.37195202737662,1
1957,8,23,1,113,2.0498699962294,1
1957,8,23,1,114,0.38656434457679,1
1957,8,23,1,115,0,1
1957,8,23,1,116,0.322082031147216,1
1957,8,23,1,117,2.41721511794597,1
1957,8,23,1,118,0.296013741295688,1
1957,8,23,1,119,0.322082031147216,1
1957,8,23,1,120,0.122448373905523,1
1957,8,23,1,121,0.122448373905523,1
1957,8,23,1,122,0,1
1957,8,23,1,123,0.618095772442904,1
1957,8,23,1,124,0.296013741295688,1
1957,8,23,1,125,0,1
1957,8,23,1,126,0.322082031147216,1
1957,8,23,1,127,0,1
1957,8,23,1,128,0,1
1957,8,23,1,129,2.0498699962294,1
1957,8,23,1,130,0.322082031147216,1
1957,8,23,1,131,0,1
1957,8,23,1,132,0,1
1957,8,23,1,133,0,1
1957,8,23,1,134,0,1
1957,8,23,1,135,0.322082031147216,1
1957,8,23,1,136,0,1
1957,8,23,1,137,0,1
1957,8,23,1,138,0,1
1957,8,23,1,139,0,1
1957,8,23,1,140,0,1
1957,8,23,1,141,0,1
1957,8,23,1,142,0,1
1957,8,23,1,143,0,1
1957,8,23,1,144,0,1
1957,8,23,1,145,0,1
1957,8,23,1,146,0,1
1957,8,23,1,147,0,1
1957,8,23,1,148,0,1
1957,8,23,1,149,0,1
1957,8,23,1,150,0,1
1957,8,23,1,151,0,1
1957,8,23,1,152,0,1
1957,8,23,1,153,0,1
1957,8,23,1,154,0,1
1957,8,23,1,155,0,1
1957,8,23,1,156,0,1
1957,8,23,1,157,0,1
1957,8,23,1,158,0,1
1957,8,23,1,159,0,1
1957,8,23,1,160,0,1
1957,8,23,1,161,0,1
1957,8,23,1,162,0,1
1957,8,23,1,163,0,1
1957,8,23,1,164,0,1
1957,8,23,1,165,0,1
1957,8,23,1,166,0,1
1957,8,23,1,167,0,1
1957,8,23,1,168,0,1
1957,8,23,1,169,0,1
1957,8,23,1,170,0,1
1957,8,23,1,171,0,1
1957,8,23,1,172,0,1
1957,8,23,1,173,0,1
1957,8,23,1,174,0,1
1957,8,23,1,175,0,1
1957,8,23,1,176,0,1
1957,8,23,1,177,0,1
1957,8,23,1,178,0,1
1957,8,23,1,179,0,1
1957,8,23,1,180,0,1
1957,8,23,1,181,0,1
1957,8,23,1,182,0,1
1957,8,23,1,183,0,1
1957,8,23,1,184,0,1
1957,8,23,1,185,0,1
1957,8,23,1,186,0,1
1957,8,23,1,187,0,1
1957,8,23,1,188,0,1
1957,8,23,1,189,0,1
1957,8,23,1,190,0,1
1957,8,23,1,191,0,1
1957,8,23,1,192,0,1
1957,8,23,1,193,0,1
1957,8,23,1,194,0,1
1957,8,23,1,195,0,1
1957,8,23,1,196,0,1
1957,8,23,1,197,0,1
1957,8,23,1,198,0,1
1957,8,23,1,199,0,1
1957,8,23,1,200,0,1
1957,11,24,1,1,0,1
1957,11,24,1,2,0,1
1957,11,24,1,3,0.73997016129874,1
1957,11,24,1,4,0.73997016129874,1
1957,11,24,1,5,3.6998508064937,1
1957,11,24,1,6,3.99366998769945,1
1957,11,24,1,7,4.86913825792358,1
1957,11,24,1,8,18.5178414168507,1
1957,11,24,1,9,16.6304126508151,1
1957,11,24,1,10,15.7944359655285,1
1957,11,24,1,11,30.0749492534376,1
1957,11,24,1,12,51.0652688973974,1
1957,11,24,1,13,87.4518290899221,1
1957,11,24,1,14,110.066418260922,1
1957,11,24,1,15,126.180955592262,1
1957,11,24,1,16,127.590158370528,1
1957,11,24,1,17,56.6445262469331,1
1957,11,24,1,18,60.8925936453727,1
1957,11,24,1,19,52.096253095174,1
1957,11,24,1,20,30.2352854130199,1
1957,11,24,1,21,22.3750773186859,1
1957,11,24,1,22,23.8995844710953,1
1957,11,24,1,23,26.2149046738036,1
1957,11,24,1,24,22.3548304982432,1
1957,11,24,1,25,34.3543740725696,1
1957,11,24,1,26,31.5214422873547,1
1957,11,24,1,27,34.9926869845324,1
1957,11,24,1,28,63.7467740168885,1
1957,11,24,1,29,97.3789798377501,1
1957,11,24,1,30,98.3476490077291,1
1957,11,24,1,31,128.865416125038,1
1957,11,24,1,32,247.465969655822,1
1957,11,24,1,33,183.299592153586,1
1957,11,24,1,34,235.69854382846,1
1957,11,24,1,35,295.799381310419,1
1957,11,24,1,36,270.845877103974,1
1957,11,24,1,37,216.706162651423,1
1957,11,24,1,38,252.674040285159,1
1957,11,24,1,39,244.958452469569,1
1957,11,24,1,40,219.042750882381,1
1957,11,24,1,41,246.189682873183,1
1957,11,24,1,42,202.296729039951,1
1957,11,24,1,43,148.273340356546,1
1957,11,24,1,44,159.903419462264,1
1957,11,24,1,45,163.873280876997,1
1957,11,24,1,46,124.176728212591,1
1957,11,24,1,47,113.554324874734,1
1957,11,24,1,48,137.673449641052,1
1957,11,24,1,49,111.47580529965,1
1957,11,24,1,50,106.234862868673,1
1957,11,24,1,51,98.8661651791913,1
1957,11,24,1,52,84.7343580931781,1
1957,11,24,1,53,80.3570742029055,1
1957,11,24,1,54,65.9465164645952,1
1957,11,24,1,55,76.6515881758479,1
1957,11,24,1,56,57.3696870883524,1
1957,11,24,1,57,61.9751676447407,1
1957,11,24,1,58,52.5056584886076,1
1957,11,24,1,59,44.5920048481742,1
1957,11,24,1,60,40.6691453161489,1
1957,11,24,1,61,35.3689999223889,1
1957,11,24,1,62,26.0393410918676,1
1957,11,24,1,63,31.6663618803853,1
1957,11,24,1,64,37.2483349518438,1
1957,11,24,1,65,23.4225687220079,1
1957,11,24,1,66,23.8308765754122,1
1957,11,24,1,67,26.2817117475002,1
1957,11,24,1,68,23.6422209021335,1
1957,11,24,1,69,31.3122806391209,1
1957,11,24,1,70,26.3420227778079,1
1957,11,24,1,71,30.8222650641169,1
1957,11,24,1,72,29.7757210251242,1
1957,11,24,1,73,37.9304960769084,1
1957,11,24,1,74,28.7810328221831,1
1957,11,24,1,75,30.1946279455083,1
1957,11,24,1,76,37.4566903366878,1
1957,11,24,1,77,29.8201176435855,1
1957,11,24,1,78,25.4146575413362,1
1957,11,24,1,79,34.9506417624714,1
1957,11,24,1,80,35.6470756628429,1
1957,11,24,1,81,28.2980609713742,1
1957,11,24,1,82,28.8097372527547,1
1957,11,24,1,83,24.4394670112336,1
1957,11,24,1,84,22.1228817383276,1
1957,11,24,1,85,30.3316427532875,1
1957,11,24,1,86,18.2992909314183,1
1957,11,24,1,87,23.7164519674309,1
1957,11,24,1,88,17.6042353354794,1
1957,11,24,1,89,23.2137720668201,1
1957,11,24,1,90,17.4350381594161,1
1957,11,24,1,91,16.3361649617371,1
1957,11,24,1,92,17.9580120297216,1
1957,11,24,1,93,7.73219399983149,1
1957,11,24,1,94,7.7236672485707,1
1957,11,24,1,95,11.634993746278,1
1957,11,24,1,96,8.19100350896841,1
1957,11,24,1,97,9.65853634026855,1
1957,11,24,1,98,12.3642976646753,1
1957,11,24,1,99,13.1469388461331,1
1957,11,24,1,100,8.40595658578845,1
1957,11,24,1,101,6.38394639600011,1
1957,11,24,1,102,8.79505121227817,1
1957,11,24,1,103,3.32843895771859,1
1957,11,24,1,104,8.40860755833292,1
1957,11,24,1,105,4.79561407065442,1
1957,11,24,1,106,4.87724407645867,1
1957,11,24,1,107,3.60724975574495,1
1957,11,24,1,108,6.15050494376787,1
1957,11,24,1,109,2.17186428851749,1
1957,11,24,1,110,3.67484020201186,1
1957,11,24,1,111,2.57212068616009,1
1957,11,24,1,112,2.90663244946839,1
1957,11,24,1,113,2.68521902854411,1
1957,11,24,1,114,4.21162480415491,1
1957,11,24,1,115,0.444771256843721,1
1957,11,24,1,116,1.40981600568167,1
1957,11,24,1,117,2.49239147993092,1
1957,11,24,1,118,0.444771256843721,1
1957,11,24,1,119,3.40967120414642,1
1957,11,24,1,120,0.444771256843721,1
1957,11,24,1,121,1.87983810411312,1
1957,11,24,1,122,2.03129865366583,1
1957,11,24,1,123,1.26770712818804,1
1957,11,24,1,124,1.54287454562981,1
1957,11,24,1,125,2.16221066271852,1
1957,11,24,1,126,1.65083276353169,1
1957,11,24,1,127,1.379458899562,1
1957,11,24,1,128,1.0956980381353,1
1957,11,24,1,129,0.378164614500603,1
1957,11,24,1,130,0,1
1957,11,24,1,131,0.955236183218306,1
1957,11,24,1,132,0.444771256843721,1
1957,11,24,1,133,0,1
1957,11,24,1,134,0.444771256843721,1
1957,11,24,1,135,0.868993973187416,1
1957,11,24,1,136,0,1
1957,11,24,1,137,0,1
1957,11,24,1,138,0,1
1957,11,24,1,139,0,1
1957,11,24,1,140,0,1
